"2017-06-26","330682000000106","2014-10","233","elec"
"2017-06-26","330682000000106","2014-11","236","elec"
"2017-06-26","330682000000106","2014-12","247","elec"
"2017-06-26","330682000000106","2015-01","0","elec"
"2017-06-26","330682000000106","2015-02","0","elec"
"2017-06-26","330682000000106","2015-03","262","elec"
"2017-06-26","330682000000106","2015-04","416","elec"
"2017-06-26","330682000000106","2015-05","327","elec"
"2017-06-26","330682000000106","2015-06","249","elec"
"2017-06-26","330682000000106","2015-07","256","elec"
"2017-06-26","330682000000106","2015-08","248","elec"
"2017-06-26","330682000000106","2015-09","210","elec"
"2017-06-26","330682000000106","2015-10","195","elec"
"2017-06-26","330682000000106","2015-11","208","elec"
"2017-06-26","330682000000163","2013-07","26169","elec"
"2017-06-26","330682000000163","2013-08","18877","elec"
"2017-06-26","330682000000163","2013-09","28844","elec"
"2017-06-26","330682000000163","2013-10","13657","elec"
"2017-06-26","330682000000163","2013-11","11709","elec"
"2017-06-26","330682000000163","2013-12","12347","elec"
"2017-06-26","330682000000163","2014-01","7793","elec"
"2017-06-26","330682000000163","2014-02","3431","elec"
"2017-06-26","330682000000163","2014-03","7271","elec"
"2017-06-26","330682000000163","2014-04","9228","elec"
"2017-06-26","330682000000163","2014-05","13065","elec"
"2017-06-26","330682000000163","2014-06","9905","elec"
"2017-06-26","330682000000163","2014-07","12284","elec"
"2017-06-26","330682000000163","2014-08","9201","elec"
"2017-06-26","330682000000163","2014-09","9178","elec"
"2017-06-26","330682000000163","2014-10","10150","elec"
"2017-06-26","330682000000163","2014-11","12863","elec"
"2017-06-26","330682000000163","2014-12","8420","elec"
"2017-06-26","330682000000163","2015-01","5722","elec"
"2017-06-26","330682000000163","2015-02","6594","elec"
"2017-06-26","330682000000163","2015-03","5001","elec"
"2017-06-26","330682000000163","2015-04","5730","elec"
"2017-06-26","330682000000163","2015-05","5369","elec"
"2017-06-26","330682000000163","2015-06","3403","elec"
"2017-06-26","330682000000163","2015-07","1599","elec"
"2017-06-26","330682000000163","2015-08","2197","elec"
"2017-06-26","330682000000163","2015-09","7103","elec"
"2017-06-26","330682000000163","2015-10","978","elec"
"2017-06-26","330682000000163","2015-11","1993","elec"
"2017-06-26","330682000000227","2014-01","3612","water"
"2017-06-26","330682000000227","2014-02","365","water"
"2017-06-26","330682000000227","2014-03","945","water"
"2017-06-26","330682000000227","2014-04","1153","water"
"2017-06-26","330682000000227","2014-05","1187","water"
"2017-06-26","330682000000227","2014-06","2037","water"
"2017-06-26","330682000000227","2014-07","2088","water"
"2017-06-26","330682000000227","2014-08","3081","water"
"2017-06-26","330682000000227","2014-09","2598","water"
"2017-06-26","330682000000227","2014-10","2291","water"
"2017-06-26","330682000000227","2014-11","1604","water"
"2017-06-26","330682000000227","2014-12","1725","water"
"2017-06-26","330682000000227","2015-01","1514","water"
"2017-06-26","330682000000227","2015-02","423","water"
"2017-06-26","330682000000227","2015-03","658","water"
"2017-06-26","330682000000227","2015-04","1655","water"
"2017-06-26","330682000000227","2015-05","1912","water"
"2017-06-26","330682000000227","2015-06","2240","water"
"2017-06-26","330682000000227","2015-07","2673","water"
"2017-06-26","330682000000227","2015-08","2860","water"
"2017-06-26","330682000000227","2015-09","2181","water"
"2017-06-26","330682000000227","2015-10","2064","water"
"2017-06-26","330682000000227","2015-11","1642","water"
"2017-06-26","330682000000227","2015-12","1599","water"
"2017-06-26","330682000000227","2016-01","1700","water"
"2017-06-26","330682000000227","2016-02","1319","water"
"2017-06-26","330682000000227","2016-03","2114","water"
"2017-06-26","330682000000227","2016-04","2385","water"
"2017-06-26","330682000000227","2016-05","2405","water"
"2017-06-26","330682000000227","2016-06","3214","water"
"2017-06-26","330682000000227","2016-07","2571","water"
"2017-06-26","330682000000227","2016-08","2879","water"
"2017-06-26","330682000000227","2016-09","350","water"
"2017-06-26","330682000000227","2016-10","2212","water"
"2017-06-26","330682000000227","2016-11","0","water"
"2017-06-26","330682000000227","2016-12","2407","water"
"2017-06-26","330682000000227","2017-01","1971","water"
"2017-06-26","330682000000227","2017-02","1989","water"
"2017-06-26","330682000000227","2017-03","2214","water"
"2017-06-26","330682000000227","2017-04","2210","water"
"2017-06-26","330682000000227","2013-07","128940","elec"
"2017-06-26","330682000000227","2013-08","134008","elec"
"2017-06-26","330682000000227","2013-09","130216","elec"
"2017-06-26","330682000000227","2013-10","110916","elec"
"2017-06-26","330682000000227","2013-11","162503","elec"
"2017-06-26","330682000000227","2013-12","109484","elec"
"2017-06-26","330682000000227","2014-01","130647","elec"
"2017-06-26","330682000000227","2014-02","24103","elec"
"2017-06-26","330682000000227","2014-03","114369","elec"
"2017-06-26","330682000000227","2014-04","125125","elec"
"2017-06-26","330682000000227","2014-05","118827","elec"
"2017-06-26","330682000000227","2014-06","151497","elec"
"2017-06-26","330682000000227","2014-07","157269","elec"
"2017-06-26","330682000000227","2014-08","163577","elec"
"2017-06-26","330682000000227","2014-09","143264","elec"
"2017-06-26","330682000000227","2014-10","137799","elec"
"2017-06-26","330682000000227","2014-11","129204","elec"
"2017-06-26","330682000000227","2014-12","117927","elec"
"2017-06-26","330682000000227","2015-01","132994","elec"
"2017-06-26","330682000000227","2015-02","84354","elec"
"2017-06-26","330682000000227","2015-03","67636","elec"
"2017-06-26","330682000000227","2015-04","147494","elec"
"2017-06-26","330682000000227","2015-05","184776","elec"
"2017-06-26","330682000000227","2015-06","198504","elec"
"2017-06-26","330682000000227","2015-07","212128","elec"
"2017-06-26","330682000000227","2015-08","175224","elec"
"2017-06-26","330682000000227","2015-09","141376","elec"
"2017-06-26","330682000000227","2015-10","144040","elec"
"2017-06-26","330682000000227","2015-11","175880","elec"
"2017-06-26","330682000000227","2015-12","161216","elec"
"2017-06-26","330682000000227","2016-01","182504","elec"
"2017-06-26","330682000000227","2016-02","57520","elec"
"2017-06-26","330682000000227","2016-03","184768","elec"
"2017-06-26","330682000000227","2016-04","193712","elec"
"2017-06-26","330682000000227","2016-05","188888","elec"
"2017-06-26","330682000000227","2016-06","241048","elec"
"2017-06-26","330682000000227","2016-07","242792","elec"
"2017-06-26","330682000000227","2016-08","236894","elec"
"2017-06-26","330682000000227","2016-09","218025","elec"
"2017-06-26","330682000000227","2016-10","210045","elec"
"2017-06-26","330682000000227","2016-11","260940","elec"
"2017-06-26","330682000000243","2013-07","11201","elec"
"2017-06-26","330682000000243","2013-08","8907","elec"
"2017-06-26","330682000000243","2013-09","9199","elec"
"2017-06-26","330682000000243","2013-10","8562","elec"
"2017-06-26","330682000000243","2013-11","9780","elec"
"2017-06-26","330682000000243","2013-12","10883","elec"
"2017-06-26","330682000000243","2014-01","8567","elec"
"2017-06-26","330682000000243","2014-02","817","elec"
"2017-06-26","330682000000243","2014-03","8921","elec"
"2017-06-26","330682000000243","2014-04","10457","elec"
"2017-06-26","330682000000243","2014-05","9714","elec"
"2017-06-26","330682000000243","2014-06","9188","elec"
"2017-06-26","330682000000243","2014-07","10676","elec"
"2017-06-26","330682000000243","2014-08","10950","elec"
"2017-06-26","330682000000243","2014-09","10267","elec"
"2017-06-26","330682000000243","2014-10","9397","elec"
"2017-06-26","330682000000243","2014-11","10426","elec"
"2017-06-26","330682000000243","2014-12","8943","elec"
"2017-06-26","330682000000243","2015-01","4870","elec"
"2017-06-26","330682000000243","2015-02","5792","elec"
"2017-06-26","330682000000243","2015-03","3300","elec"
"2017-06-26","330682000000243","2015-04","8268","elec"
"2017-06-26","330682000000243","2015-05","8670","elec"
"2017-06-26","330682000000243","2015-06","9354","elec"
"2017-06-26","330682000000243","2015-07","7171","elec"
"2017-06-26","330682000000243","2015-08","8704","elec"
"2017-06-26","330682000000243","2015-09","6484","elec"
"2017-06-26","330682000000243","2015-10","9149","elec"
"2017-06-26","330682000000243","2015-11","5805","elec"
"2017-06-26","330682000000278","2016-02","10590","elec"
"2017-06-26","330682000000317","2014-01","134","water"
"2017-06-26","330682000000317","2014-02","24","water"
"2017-06-26","330682000000317","2014-03","44","water"
"2017-06-26","330682000000317","2014-04","61","water"
"2017-06-26","330682000000317","2014-05","50","water"
"2017-06-26","330682000000317","2014-06","70","water"
"2017-06-26","330682000000317","2014-07","64","water"
"2017-06-26","330682000000317","2014-08","89","water"
"2017-06-26","330682000000317","2014-09","72","water"
"2017-06-26","330682000000317","2014-10","61","water"
"2017-06-26","330682000000317","2014-11","70","water"
"2017-06-26","330682000000317","2014-12","66","water"
"2017-06-26","330682000000317","2015-01","85","water"
"2017-06-26","330682000000317","2015-02","60","water"
"2017-06-26","330682000000317","2015-03","37","water"
"2017-06-26","330682000000317","2015-04","70","water"
"2017-06-26","330682000000317","2015-05","51","water"
"2017-06-26","330682000000317","2015-06","37","water"
"2017-06-26","330682000000317","2015-07","49","water"
"2017-06-26","330682000000317","2015-08","46","water"
"2017-06-26","330682000000317","2015-09","53","water"
"2017-06-26","330682000000317","2015-10","49","water"
"2017-06-26","330682000000317","2015-11","85","water"
"2017-06-26","330682000000317","2015-12","90","water"
"2017-06-26","330682000000317","2016-01","93","water"
"2017-06-26","330682000000317","2016-02","22","water"
"2017-06-26","330682000000317","2016-03","67","water"
"2017-06-26","330682000000317","2016-04","64","water"
"2017-06-26","330682000000317","2016-05","66","water"
"2017-06-26","330682000000317","2016-06","44","water"
"2017-06-26","330682000000317","2016-07","77","water"
"2017-06-26","330682000000317","2016-08","64","water"
"2017-06-26","330682000000317","2016-09","4","water"
"2017-06-26","330682000000317","2016-10","59","water"
"2017-06-26","330682000000317","2016-11","62","water"
"2017-06-26","330682000000317","2016-12","71","water"
"2017-06-26","330682000000317","2017-01","59","water"
"2017-06-26","330682000000317","2017-02","29","water"
"2017-06-26","330682000000317","2017-03","59","water"
"2017-06-26","330682000000317","2017-04","38","water"
"2017-06-26","330682000000317","2013-07","3645","elec"
"2017-06-26","330682000000317","2013-08","5764","elec"
"2017-06-26","330682000000317","2013-09","4080","elec"
"2017-06-26","330682000000317","2013-10","3605","elec"
"2017-06-26","330682000000317","2013-11","4456","elec"
"2017-06-26","330682000000317","2013-12","4942","elec"
"2017-06-26","330682000000317","2014-01","5898","elec"
"2017-06-26","330682000000317","2014-02","2923","elec"
"2017-06-26","330682000000317","2014-03","4615","elec"
"2017-06-26","330682000000317","2014-04","4938","elec"
"2017-06-26","330682000000317","2014-05","3329","elec"
"2017-06-26","330682000000317","2014-06","2998","elec"
"2017-06-26","330682000000317","2014-07","3952","elec"
"2017-06-26","330682000000317","2014-08","5044","elec"
"2017-06-26","330682000000317","2014-09","5392","elec"
"2017-06-26","330682000000317","2014-10","4367","elec"
"2017-06-26","330682000000317","2014-11","4597","elec"
"2017-06-26","330682000000317","2014-12","5006","elec"
"2017-06-26","330682000000317","2015-01","5540","elec"
"2017-06-26","330682000000317","2015-02","5065","elec"
"2017-06-26","330682000000317","2015-03","2518","elec"
"2017-06-26","330682000000317","2015-04","3788","elec"
"2017-06-26","330682000000317","2015-05","3029","elec"
"2017-06-26","330682000000317","2015-06","1725","elec"
"2017-06-26","330682000000317","2015-07","3053","elec"
"2017-06-26","330682000000317","2015-08","2993","elec"
"2017-06-26","330682000000317","2015-09","4126","elec"
"2017-06-26","330682000000317","2015-10","3138","elec"
"2017-06-26","330682000000317","2015-11","5280","elec"
"2017-06-26","330682000000472","2013-07","4306","elec"
"2017-06-26","330682000000472","2013-08","6959","elec"
"2017-06-26","330682000000472","2013-09","8524","elec"
"2017-06-26","330682000000472","2013-10","4865","elec"
"2017-06-26","330682000000472","2013-11","5403","elec"
"2017-06-26","330682000000472","2013-12","5004","elec"
"2017-06-26","330682000000472","2014-01","4972","elec"
"2017-06-26","330682000000472","2014-02","5061","elec"
"2017-06-26","330682000000472","2014-03","6163","elec"
"2017-06-26","330682000000472","2014-04","8554","elec"
"2017-06-26","330682000000472","2014-05","7690","elec"
"2017-06-26","330682000000472","2014-06","6474","elec"
"2017-06-26","330682000000472","2014-07","7122","elec"
"2017-06-26","330682000000472","2014-08","8881","elec"
"2017-06-26","330682000000472","2014-09","7911","elec"
"2017-06-26","330682000000472","2014-10","6933","elec"
"2017-06-26","330682000000472","2014-11","8608","elec"
"2017-06-26","330682000000472","2014-12","8599","elec"
"2017-06-26","330682000000472","2015-01","9100","elec"
"2017-06-26","330682000000472","2015-02","11063","elec"
"2017-06-26","330682000000472","2015-03","2846","elec"
"2017-06-26","330682000000472","2015-04","8695","elec"
"2017-06-26","330682000000472","2015-05","11038","elec"
"2017-06-26","330682000000472","2015-06","10546","elec"
"2017-06-26","330682000000472","2015-07","7591","elec"
"2017-06-26","330682000000472","2015-08","10391","elec"
"2017-06-26","330682000000472","2015-09","9173","elec"
"2017-06-26","330682000000472","2015-10","8541","elec"
"2017-06-26","330682000000472","2015-11","7621","elec"
"2017-06-26","330682000000472","2015-12","10040","elec"
"2017-06-26","330682000000472","2016-01","10585","elec"
"2017-06-26","330682000000472","2016-02","12151","elec"
"2017-06-26","330682000000472","2016-03","0","elec"
"2017-06-26","330682000000472","2016-04","10275","elec"
"2017-06-26","330682000000497","2013-07","13640","elec"
"2017-06-26","330682000000497","2013-08","8428","elec"
"2017-06-26","330682000000497","2013-09","15101","elec"
"2017-06-26","330682000000497","2013-10","10337","elec"
"2017-06-26","330682000000497","2013-11","20747","elec"
"2017-06-26","330682000000497","2013-12","21154","elec"
"2017-06-26","330682000000497","2014-01","25078","elec"
"2017-06-26","330682000000497","2014-02","11601","elec"
"2017-06-26","330682000000497","2014-03","23880","elec"
"2017-06-26","330682000000497","2014-04","19138","elec"
"2017-06-26","330682000000497","2014-05","21796","elec"
"2017-06-26","330682000000497","2014-06","15378","elec"
"2017-06-26","330682000000497","2014-07","23543","elec"
"2017-06-26","330682000000497","2014-08","19181","elec"
"2017-06-26","330682000000497","2014-09","11639","elec"
"2017-06-26","330682000000497","2014-10","13192","elec"
"2017-06-26","330682000000497","2014-11","14190","elec"
"2017-06-26","330682000000497","2014-12","15675","elec"
"2017-06-26","330682000000497","2015-01","14693","elec"
"2017-06-26","330682000000497","2015-02","7753","elec"
"2017-06-26","330682000000497","2015-03","18387","elec"
"2017-06-26","330682000000497","2015-04","15176","elec"
"2017-06-26","330682000000497","2015-05","17714","elec"
"2017-06-26","330682000000497","2015-06","16606","elec"
"2017-06-26","330682000000497","2015-07","11751","elec"
"2017-06-26","330682000000497","2015-08","9404","elec"
"2017-06-26","330682000000497","2015-09","13137","elec"
"2017-06-26","330682000000497","2015-10","7757","elec"
"2017-06-26","330682000000497","2015-11","12468","elec"
"2017-06-26","330682000000497","2015-12","16675","elec"
"2017-06-26","330682000000497","2016-01","14638","elec"
"2017-06-26","330682000000497","2016-02","0","elec"
"2017-06-26","330682000000497","2016-03","22874","elec"
"2017-06-26","330682000000497","2016-04","22354","elec"
"2017-06-26","330682000000497","2016-05","18641","elec"
"2017-06-26","330682000000497","2016-06","21445","elec"
"2017-06-26","330682000000497","2016-07","18749","elec"
"2017-06-26","330682000000497","2016-08","24648","elec"
"2017-06-26","330682000000497","2016-09","14880","elec"
"2017-06-26","330682000000497","2016-10","0","elec"
"2017-06-26","330682000000497","2016-11","22826","elec"
"2017-06-26","330682000000501","2014-01","146","water"
"2017-06-26","330682000000501","2014-02","53","water"
"2017-06-26","330682000000501","2014-03","85","water"
"2017-06-26","330682000000501","2014-04","122","water"
"2017-06-26","330682000000501","2014-05","1940","water"
"2017-06-26","330682000000501","2014-06","511","water"
"2017-06-26","330682000000501","2014-07","807","water"
"2017-06-26","330682000000501","2014-08","1306","water"
"2017-06-26","330682000000501","2014-09","2033","water"
"2017-06-26","330682000000501","2014-10","8334","water"
"2017-06-26","330682000000501","2014-11","255","water"
"2017-06-26","330682000000501","2014-12","196","water"
"2017-06-26","330682000000501","2015-01","213","water"
"2017-06-26","330682000000501","2015-02","56","water"
"2017-06-26","330682000000501","2015-03","69","water"
"2017-06-26","330682000000501","2015-04","202","water"
"2017-06-26","330682000000501","2015-05","233","water"
"2017-06-26","330682000000501","2015-06","112","water"
"2017-06-26","330682000000501","2015-07","169","water"
"2017-06-26","330682000000501","2015-08","271","water"
"2017-06-26","330682000000501","2015-09","241","water"
"2017-06-26","330682000000501","2015-10","141","water"
"2017-06-26","330682000000501","2015-11","189","water"
"2017-06-26","330682000000501","2015-12","142","water"
"2017-06-26","330682000000501","2016-01","14","water"
"2017-06-26","330682000000501","2016-02","151","water"
"2017-06-26","330682000000501","2016-03","103","water"
"2017-06-26","330682000000501","2016-04","159","water"
"2017-06-26","330682000000501","2016-05","195","water"
"2017-06-26","330682000000501","2016-06","235","water"
"2017-06-26","330682000000501","2016-07","208","water"
"2017-06-26","330682000000501","2016-08","187","water"
"2017-06-26","330682000000501","2016-09","153","water"
"2017-06-26","330682000000501","2016-10","511","water"
"2017-06-26","330682000000501","2016-11","664","water"
"2017-06-26","330682000000501","2016-12","689","water"
"2017-06-26","330682000000501","2017-01","606","water"
"2017-06-26","330682000000501","2017-02","558","water"
"2017-06-26","330682000000501","2017-03","673","water"
"2017-06-26","330682000000501","2017-04","826","water"
"2017-06-26","330682000000501","2014-03","2440","elec"
"2017-06-26","330682000000501","2014-04","13400","elec"
"2017-06-26","330682000000501","2014-05","9120","elec"
"2017-06-26","330682000000501","2014-06","8600","elec"
"2017-06-26","330682000000501","2014-07","7880","elec"
"2017-06-26","330682000000501","2014-08","8800","elec"
"2017-06-26","330682000000501","2014-09","8680","elec"
"2017-06-26","330682000000501","2014-10","11080","elec"
"2017-06-26","330682000000501","2014-11","10120","elec"
"2017-06-26","330682000000501","2014-12","11960","elec"
"2017-06-26","330682000000501","2015-01","11560","elec"
"2017-06-26","330682000000501","2015-02","10760","elec"
"2017-06-26","330682000000501","2015-03","8160","elec"
"2017-06-26","330682000000501","2015-04","9480","elec"
"2017-06-26","330682000000501","2015-05","8800","elec"
"2017-06-26","330682000000501","2015-06","9440","elec"
"2017-06-26","330682000000501","2015-07","11320","elec"
"2017-06-26","330682000000501","2015-08","17440","elec"
"2017-06-26","330682000000501","2015-09","13240","elec"
"2017-06-26","330682000000501","2015-10","14040","elec"
"2017-06-26","330682000000501","2015-11","14120","elec"
"2017-06-26","330682000000501","2015-12","13880","elec"
"2017-06-26","330682000000501","2016-01","14640","elec"
"2017-06-26","330682000000501","2016-02","15120","elec"
"2017-06-26","330682000000501","2016-03","13240","elec"
"2017-06-26","330682000000501","2016-04","13440","elec"
"2017-06-26","330682000000501","2016-05","12720","elec"
"2017-06-26","330682000000501","2016-06","14200","elec"
"2017-06-26","330682000000501","2016-07","15280","elec"
"2017-06-26","330682000000501","2016-08","21560","elec"
"2017-06-26","330682000000501","2016-09","24600","elec"
"2017-06-26","330682000000501","2016-10","30080","elec"
"2017-06-26","330682000000501","2016-11","32240","elec"
"2017-06-26","330682000000528","2013-07","7197","elec"
"2017-06-26","330682000000528","2013-08","5329","elec"
"2017-06-26","330682000000528","2013-09","6557","elec"
"2017-06-26","330682000000528","2013-10","6473","elec"
"2017-06-26","330682000000528","2013-11","8048","elec"
"2017-06-26","330682000000528","2013-12","7448","elec"
"2017-06-26","330682000000528","2014-01","7231","elec"
"2017-06-26","330682000000528","2014-02","3607","elec"
"2017-06-26","330682000000528","2014-03","6614","elec"
"2017-06-26","330682000000528","2014-04","7207","elec"
"2017-06-26","330682000000528","2014-05","6883","elec"
"2017-06-26","330682000000528","2014-06","4679","elec"
"2017-06-26","330682000000528","2014-07","5413","elec"
"2017-06-26","330682000000528","2014-08","5503","elec"
"2017-06-26","330682000000528","2014-09","5621","elec"
"2017-06-26","330682000000528","2014-10","4327","elec"
"2017-06-26","330682000000528","2014-11","4408","elec"
"2017-06-26","330682000000528","2014-12","4303","elec"
"2017-06-26","330682000000528","2015-01","7009","elec"
"2017-06-26","330682000000528","2015-02","6008","elec"
"2017-06-26","330682000000528","2015-03","2612","elec"
"2017-06-26","330682000000528","2015-04","3927","elec"
"2017-06-26","330682000000528","2015-05","3759","elec"
"2017-06-26","330682000000528","2015-06","3566","elec"
"2017-06-26","330682000000528","2015-07","3174","elec"
"2017-06-26","330682000000528","2015-08","6466","elec"
"2017-06-26","330682000000528","2015-09","4392","elec"
"2017-06-26","330682000000528","2015-10","2733","elec"
"2017-06-26","330682000000528","2015-11","4606","elec"
"2017-06-26","330682000000624","2014-01","69","water"
"2017-06-26","330682000000624","2014-02","2","water"
"2017-06-26","330682000000624","2014-03","0","water"
"2017-06-26","330682000000624","2014-04","0","water"
"2017-06-26","330682000000624","2014-05","0","water"
"2017-06-26","330682000000624","2014-06","0","water"
"2017-06-26","330682000000624","2014-07","0","water"
"2017-06-26","330682000000624","2014-08","107","water"
"2017-06-26","330682000000624","2014-09","10","water"
"2017-06-26","330682000000624","2014-10","0","water"
"2017-06-26","330682000000624","2014-11","7","water"
"2017-06-26","330682000000624","2014-12","0","water"
"2017-06-26","330682000000624","2015-01","4","water"
"2017-06-26","330682000000624","2015-02","2","water"
"2017-06-26","330682000000649","2014-01","363","water"
"2017-06-26","330682000000649","2014-02","311","water"
"2017-06-26","330682000000649","2014-03","268","water"
"2017-06-26","330682000000649","2014-04","296","water"
"2017-06-26","330682000000649","2014-05","338","water"
"2017-06-26","330682000000649","2014-06","453","water"
"2017-06-26","330682000000649","2014-07","447","water"
"2017-06-26","330682000000649","2014-08","478","water"
"2017-06-26","330682000000649","2014-09","407","water"
"2017-06-26","330682000000649","2014-10","323","water"
"2017-06-26","330682000000649","2014-11","278","water"
"2017-06-26","330682000000649","2014-12","291","water"
"2017-06-26","330682000000649","2015-01","323","water"
"2017-06-26","330682000000649","2015-02","311","water"
"2017-06-26","330682000000649","2015-03","281","water"
"2017-06-26","330682000000649","2015-04","293","water"
"2017-06-26","330682000000649","2015-05","335","water"
"2017-06-26","330682000000649","2015-06","448","water"
"2017-06-26","330682000000649","2015-07","417","water"
"2017-06-26","330682000000649","2015-08","683","water"
"2017-06-26","330682000000649","2015-09","407","water"
"2017-06-26","330682000000649","2015-10","361","water"
"2017-06-26","330682000000649","2015-11","379","water"
"2017-06-26","330682000000649","2015-12","349","water"
"2017-06-26","330682000000649","2016-01","0","water"
"2017-06-26","330682000000649","2016-02","171","water"
"2017-06-26","330682000000649","2016-03","235","water"
"2017-06-26","330682000000649","2016-04","331","water"
"2017-06-26","330682000000649","2016-05","288","water"
"2017-06-26","330682000000649","2016-06","312","water"
"2017-06-26","330682000000649","2016-07","275","water"
"2017-06-26","330682000000649","2016-08","350","water"
"2017-06-26","330682000000649","2016-09","40","water"
"2017-06-26","330682000000649","2016-10","253","water"
"2017-06-26","330682000000649","2016-11","160","water"
"2017-06-26","330682000000649","2016-12","162","water"
"2017-06-26","330682000000649","2017-01","198","water"
"2017-06-26","330682000000649","2017-02","137","water"
"2017-06-26","330682000000649","2017-03","175","water"
"2017-06-26","330682000000649","2017-04","207","water"
"2017-06-26","330682000000649","2013-07","31314","elec"
"2017-06-26","330682000000649","2013-08","34005","elec"
